STATE,DISTRICT,Storage name,Address,Manager Name,capacity
Karnataka,Koppal,N R V Satyanarayana S/O Ramarao,"P No.135/3,135/4,135/5, Hoskera Camp, Gangavathi Taluk",,295
Karnataka,Koppal,N Ramakrishna,"Sy No.42/D VENKITAGIRI VILLAGE,Gangavathi Taluk",,1571
Karnataka,Koppal,N Sheshababu S/O Adinarayanamurthy,"Sy No. 132/P3/A, Sindhanur",,216
Karnataka,Koppal,N Srinivas S/O Veeraraju,"Sy No. 28/A/2A Karatagi Village, Gangavathi Taluk",,2107
Karnataka,Koppal,N Sudhakar Rao S/O Suryanarayana,"Panchayat No 99, Vaddarhatti Camp, Gangavathi Taluk",,258
Karnataka,Koppal,N Surya Rao,"Sy No 110, Kotayya Camp, Hoskere Taluk, Gangavathi",,178
Karnataka,Koppal,N Venkataramarao,"Sy No 44/2/A, Marakumbi Village, Gangavathi, Koppal",,139
Karnataka,Koppal,N Venkateshwara Rao S/O Shri N Ramarao,"Plot No 125, Hoskera Camp, Gangavathi Taluk",,93
Karnataka,Koppal,N. Subba Rao S/O Achutha Rao,"Sy.No.403, Jangamra Kalgudi",,279
Karnataka,Koppal,N.Ramakrishna S/O Suryanarayana,Islampur Gangavathi,,585
Karnataka,Koppal,N.Sidramappa S/O Sangana Basappa,"R/O Marali,Gangavathi Tq",,168
Karnataka,Koppal,NA,"Sy Noi. 20K, Marlanahalli Village, Gangavathi Taluk",,249
Karnataka,Koppal,NA,"Sy No. 287/68, Gangavathi",,217
Karnataka,Koppal,NA,"'Plot No. 99, 100 & 101, Gundur Kama Gundappa Camp, Gundur GP, Gangavthi Taluk",,280
Karnataka,Koppal,NA,"Sy. No.158/1E, Hoskera Village, Gangavathi Tq",,402
Karnataka,Koppal,NA,"Sy. No.108/A, Kartagi Village, Gangavathi Tq",,662
Karnataka,Koppal,NA,"Panchayat No.112, Hoskere Village, Gangavati Tq",,318
Karnataka,Koppal,NA,"Sy No. 46/A, Bavinal Village, Gangavathi Taluk",,1689
Karnataka,Koppal,NA,"Sy No. 108/B, Karatagi Village, Gangavathi Taluk",,1602
Karnataka,Koppal,NA,"Bevinol Village, Gangavathi Taluk",,215
Karnataka,Koppal,NA,"Panch No. 8.3.93, Ramnagar, Karatagi Village",,158
Karnataka,Koppal,NA,"Sy No. 44/D & E, Bavinal Village, Gangavathi Taluk",,2407
Karnataka,Koppal,NA,"Sy No. 176/B, Budugumpa Road, Karatagi Village, Gangavathi Taluk",,2049
Karnataka,Koppal,NA,"Sy No. 181/A1, Yaradonikinda Camp, Gangavathi Taluk",,196
Karnataka,Koppal,NA,"Sy No. 92, Lakshmi Camp, Gangavathi",,104
Karnataka,Koppal,NA,"Site No.7-10, Karatagi Village,Gangavathi Tq.",,448
Karnataka,Koppal,NA,"8-6-52/20, Karatagi",,207
Karnataka,Koppal,NA,"7-10, Navalli Road, Karatagi",,647
Karnataka,Koppal,NA,"8-6-88/18, Sy No 9/1'Karatagi,Gangavathi Tq.",,230
Karnataka,Koppal,NA,"Plot No. 85, Basavandurga Camp, Gangavathi Taluk",,253
Karnataka,Koppal,NA,"Sy No. 58/B, Marlanahalli Village. Gangavathi Taluk",,361
Karnataka,Koppal,NA,"Sy No. 25/G, Panchayat No. 161/3, Bevinol Village, Gangavathi Taluk",,330
Karnataka,Koppal,NA,"Sy No. 14/A/1, Karatagi Village, Gangavathi Taluk",,3933
Karnataka,Koppal,Nagamani,"Plot No 133, Approach Rd Camp, Waddarahatti, Gangavathi",,195
Karnataka,Koppal,Nagareddy @ Nagareddappa S/O Somashekarappa,"H No. 3-5-1, MO Nagar, Yaradona Seema (Beside Jawali Mill), Gangavathi Taluk",,600
Karnataka,Koppal,Nagaseppa,"Bevinal, Gangavathi",,327
Karnataka,Koppal,Nagaseppa,"Bevinal, Gangavathi",,327
Karnataka,Koppal,Narayan Rao,Gangavati Tq,,188
Karnataka,Koppal,Neekanti Krishna,"Jangamara Kalgudi, Gangavathi",,175
Karnataka,Koppal,Nekkanti Anjaneyulu,"Hosekera, Gangavathi, Koppal",,134
Karnataka,Koppal,Nekkanti Mohan Rao S/O Veeraraju,"Sy No. 28/2/1/A, Karatagi Village, Gangavathi Taluk",,2022
Karnataka,Koppal,Nekkanti Satyanarayana S/O Bullabbi,"Sy. No. 141/C Marali, Tq. Gangavathi",,185
Karnataka,Koppal,Nekkanti Srinivas S/O Veeraraju,"Sy No. 28/2/1/A, Karatagi Village, Gangavathi Taluk",,1122
Karnataka,Koppal,Nekkanti Suribabu,"Sy No 49/2, Venkatagiri, Gangavathi",,844
Karnataka,Koppal,Obalaneni Laxminarayana S/O Satyaraju,"Plot No. 14, Dengeri Camp Village, Gangavathi Taluk",,137
Karnataka,Koppal,P Basavanna S/O Ramarao,"Sy No. 212/1D/1P1, Basavanna Camp, Gangavathi Taluk",,225
Karnataka,Koppal,P Govindaraju S/O Narasaiah,"Sy.No46/2, Karatagi Village, Gangavathi Taluk, Koppal District",,1464
Karnataka,Koppal,P Ram Mohan Rao,"Khata No 794, Sy No 171, Mushtur Village, Gangavathi, Koppal",,510
Karnataka,Koppal,P Ramarao S/O Venkanna,"Sy No. 212/D1, Basvanna Camp, Gangavathi Taluk",,555
Karnataka,Koppal,P Satyanarayana,"PLot No 12, Indira Nagar, SriRamnagar, Gangavthi, Koppal",,246
Karnataka,Koppal,"P. Ajay Kumar & P. Ramchandra Rao, R/O Yaradona Camp, Tq. Gangavathi, Dist. Koppal","Sy No. 171/A;Yaradona Camp, Tq. Gangavathi, Dist. Koppal",,210
Karnataka,Koppal,P.Srinivas & P.Vijayalaxmi,"28th Canal, Thondihal, Gangavathi, Koppal",,383
Karnataka,Koppal,P.V.Satyanarayana S/O Anjaneyalu,"Sy. No. 146/B, Mustur Village, Gangavathi Tq",,385
Karnataka,Koppal,Parasuramulu Vaddar,"Plot No 423, Hitnal, Koppal",,222
Karnataka,Koppal,Pascal Satyanarayana,"Plot No.181/BP6,Kindi Camp, Yaradona Village, Gangavathi",,440
Karnataka,Koppal,Pillai Ramachandra Rao,"Tondihal Camp, Gangavathi",,120
Karnataka,Koppal,Putta Krishna RaoS/O Ramakrishna Rao,"Sy.No.51/Plot No.6, Siddapura Village, Ravi Nagar, Gangavathi Taluk",,177
Karnataka,Koppal,R Devappaa S/O Amarappa,"Sy.No.8-6-124/7 & 8, Karatagi Village, Gangavathi",,290
Karnataka,Koppal,R Vigneswara Rao S/O Ratnayya M,"Hulkihal Camp, Gangavathi Tq",,79
Karnataka,Koppal,Raghuprasad .J.,"Basapatna, Gangavathi",,125
Karnataka,Koppal,Rajashekar Patil,"Mustoor, Yellburga",,145
Karnataka,Koppal,Raju Yermati S/O Dorayya,"Sy No. 178/B/1, Kidna Camp, Yaradona Village, Gangavathi Taluk",,107
Karnataka,Koppal,Ramanna S/O Ramappa Mavinamadgu And Shri Hanumanthappa S/O Ramappa Mavinamadgu,"Sy.No.516, Plot No.10 And 11, Panchayat No.8-6-97 And 8-6-87/9, Gangavati Taluk",,336
Karnataka,Koppal,Ramappa S/O MUkappa Gududur & Mallappa S/O Giddappa Gududur,"Sy No 5/1, Mallapur Village, Gangavathi Taluk",,119
Karnataka,Koppal,Reddy Suryanaryana S/O Venkataratnam,"Panchayat No. 432, Jangamara Kalgudi Village, Gangavathi Taluk",,189
Karnataka,Koppal,S Pampathy,"Singanal Village, Gangavathi",,418
Karnataka,Koppal,S Parameshwar Rao,"Oddaratti Camp, Gangavathi",,227
Karnataka,Koppal,S Parvathi,Gangavathi,,1355
Karnataka,Koppal,S Rajashekar S/O Veeranna,"Sy No. 120/3, Waddarhatti, Gangavathi",,678
Karnataka,Koppal,S Srinivas S/O Venkat Rao,"Sy. No.20/A3, Baragur Camp, Gangavathi Taluk",,132
Karnataka,Koppal,S Subhakar Reddy S/O S Rama Reddy,"Rampur, Mallapur Village, Gangavathi Tq",,101
Karnataka,Koppal,S Vasudeva Shetty & Y Sharanappa,"Sy No. 254, Karatagi Budugumpa Road, Karatagi, Gangavathi Taluk",,1829
Karnataka,Koppal,S. Addagarla Gangadhar,"Basavanna Camp, Pannapur, Tq. Gangavathi",,678
Karnataka,Koppal,SHARANABASAVA S/O Venkannaggoudda,"Sy. No.65/B,Kotnekal Village,Gangavathi Taluk",,383
Karnataka,Koppal,Sajja Nagendra Prasad S/O Venkat Narayan,"Sy.No.20/A3, Baragur Camp, Gangavathi Taluk",,114
Karnataka,Koppal,Sangamesh Gowda S/O Veerabhadrappa,"Sy No 9/A, Budumpa Village, Gangavathi Taluk",,983
Karnataka,Koppal,Sangana Gouda,"Sy No 55/P/5, Joladarashi Village, Manvi, Raichur",,304
Karnataka,Koppal,Sanjeevappa S/O Parasappa Saloni,"Sy No. 13, Karatagi Village, Gangavathi Taluk",,446
Karnataka,Koppal,Sankranti Nageshwar Rao,"Plot No 136, Oddarahatti Camp, Gangavathi",,228
Karnataka,Koppal,Sankranti Nageshwar Rao,"Plot No 136, Oddarahatti Camp, Gangavathi",,228
Karnataka,Koppal,Sanna Veereshappa @ Veereshappa S/O Veerabhadrappa Chiniwal,"Sy No. 14/A/1P1, 14/A/! & 14/K2, Karatagi Village, Gangavathi Taluk",,2397
Karnataka,Koppal,Sekhara Gowda,"Siddapur, Gangavathi",,296
Karnataka,Koppal,Sekhara Gowda,"Siddapur, Gangavathi",,296
Karnataka,Koppal,Shankaramma,"SY No 33/B,Kakkargol, Gangavathi",,244
Karnataka,Koppal,Shankarappa S/O Thimappa,"PP No.226, Sy No.3-2A, Hire Dankanakal Village,Gangavathi Taluk",,283
Karnataka,Koppal,Shanmukhappa Kendad S/O Virupanna,Site No 08 Budagumpa Village Gangavathi Taluk,,114
Karnataka,Koppal,Sharanabasavaraj,"G P No 131, Baragur Village, Siddapur G P, Gangavathi, Koppal",,299
Karnataka,Koppal,Sharanaiah & Smt Ayyamma,"Plot No. 979 & 980, Virupana Tata Colony, Heroor Village, Gangavathi Taluk",,285
Karnataka,Koppal,Sharanamma W/O Mallikarjunappa Singanal,"Sy.No.50/B, Siddapur, Gangavathi Taluk",,292
Karnataka,Koppal,Sharanappa Kotagi,"Sy No 174, Karatagi- Budugampa Road, Karatagi, Gangavathi, Koppal",,1250
Karnataka,Koppal,Sharanappa S/O Doddabasappa,"Sy.No.97/F, Panchayat No.125, Pannapur Village, Gangavathi Taluk",,181
Karnataka,Koppal,Sharanappa S/O Hanumanthappa Madivalur,"Sy.No.75/C, Mailapur Village, Gangavathi Taluk",,284
Karnataka,Koppal,Sharane Gowda Mali Patil,Gangavathi,,105
Karnataka,Koppal,Sharanegowda,"Plot No 19 & 20, Marudabasaveshwar Nagar, Varadona Panchayat, Gangavathi Tq",,382
Karnataka,Koppal,Sharanegowda S/O Shivanagowda,"Sy No. 139/C, Somanal Village, Gangavathi Taluk",,117
Karnataka,Koppal,Sharanegowda S/O Veerabhadragowda Police Patil,"No. 3-2-146, MB Nagar, Yaradona Gangavathi Taluk",,578
Karnataka,Koppal,Sharnabasayya S/O Amarayyaswamy,"Plot No.24, Sy No. 13:A & B, Panchayat No. 1-1-43, Juratagi Village, Gangavati Tq",,288
Karnataka,Koppal,Sharnappa,Karatagi Gangavathi,,132
Karnataka,Koppal,Sharnappa,"Sriramnagar, Gangavathi",,360
Karnataka,Koppal,Sharnappa,"Sriramnagar, Gangavathi",,360
Karnataka,Koppal,Sharnappa Kotagi S/O Kanteppa Kotagi,"PLot No. 2-4-60, Karatagi",,173
Karnataka,Koppal,Shesharao Godavarti S/O Venkatasubbayya,"Sy. No. 32/E, Pannapur Village, Gangavathi Tq",,238
Karnataka,Koppal,Shivakumar Meti Gouda,"Panhayat No. 725/2/23, Budugumpa",,83
Karnataka,Koppal,Shivanna S/O Lingappa Huded,"Panchayat No. 351 & 352, Chellur Village, Gangavathi Taluk",,237
Karnataka,Koppal,Shivareddy Gouda S/O Basana Gouda,"Sy.No.12, Siddapur Village, Gangavathi Taluk",,626
Karnataka,Koppal,Shreedhar Rao S/O Subbarao Patawari,"Sy No. 327/B/1, Agalakera, Koppal",,220
Karnataka,Koppal,Shri C Naga Srinivas,"Jagamara, Kalgudi Village, Gangavathi, Koppal",,198
Karnataka,Koppal,Shri Ibrahim & Goudi Mouiddin,"No 19 A & 19 B, Hitnal Tq, Koppal",,341
Karnataka,Koppal,Shri M Venkat Rao,"Plot NO 24, Doctor Camp, Herur, Gangavathi",,289
Karnataka,Koppal,Shri N Annapoorna & M Venkat Reddy & M Rajeshwari,"Sy No202,Bapi Reddy Camp, Hanval Village, Gangavathi, Koppal",,171
Karnataka,Koppal,Shri N Annapoorna & M Venkat Reddy & M Rajeshwari,"Sy No202,Bapi Reddy Camp, Hanval Village, Gangavathi, Koppal",,171
Karnataka,Koppal,Shri Sangappa S/O Shri Shankrappa,327/331Yelubarga,,466
Karnataka,Koppal,Shri Vishwanath Reddy S/O Buddanagouda Hosamani,"Plot No.14, Siddapur Village, Gangavathi Taluk",,283
Karnataka,Koppal,Sidramayya Hiremath S/O Rudrayya Swamy,Karatagi Gangavathi Tq,,525
Karnataka,Koppal,Siraparapu Siddaya,"Challur Camp,Gangavati Tq",,441
Karnataka,Koppal,Smt C Suryamma,"Plot No. 26,27, Karatagi Village, Gangavathi Tq",,516
Karnataka,Koppal,Smt G Devaki W/O G Satyanarayana,P No 197/6/B & 197/10/B Kotaiah Camp,,355
Karnataka,Koppal,Smt G Ratnavathi W/O Ramarao,"Sy No 58/1, RG Road, Karatagi",,164
Karnataka,Koppal,Smt G Sithamahalaksmi,"Sy No. 20, Basavapatna Village, Gangavathi Taluk",,754
Karnataka,Koppal,Smt G Srimani W/O Nageshwar Rao,"P No.160/1, Venkatagiri Panchayat, Dasnal Village, Gangavathi Taluk",,213
Karnataka,Koppal,Smt Gangamma W/O Amarayya Swamy And Amarayya Swamy S/O Basappa Swamy,"P No.176/3, Karatagi Village, Gangavathi Taluk",,1749
Karnataka,Koppal,Smt Hampamma & Sharanappa,"Sy No 97,Pannapur, Gangavathi Tq, Koppal",,371
Karnataka,Koppal,Smt Jhansi Lakshmi W/O Shankar Rao,"Plot No.16,17,18,19&20, Gundur Kamagundappa Camp, Gangavthi Taluk",,689
Karnataka,Koppal,Smt K Shailaja W/O K Madhav,"Sy.No.36/5, Chikkasanakandi Village, Koppal Taluk",,145
Karnataka,Koppal,Smt Kolli Ramadevi W/O K V D Prasad,"Sy.No.34/C, Panchayat No.9, Hagedal Village, Gangavathi Taluk",,460
Karnataka,Koppal,Smt Laxmamma W/O K Devappa,"Panchayat No. 8-6-52/33, Ram Nagar, Karatagi",,179
Karnataka,Koppal,Smt Mallamma W/O Basavaraj Karadi,"Plot No 1018, Sy No. 152/B, Heroor, Gangavathi Taluk",,256
Karnataka,Koppal,Smt Manjula W/O Pampanagouda Police Patel,"Plot No. 3/2-146/9, Budugunpa Village, Ganagavathi Taluk",,342
Karnataka,Koppal,Smt N Durgalakshmi W/O Venkatasubbarao,"Sy.No.63/P1, Sriram Nagar Village, Gangavathi Taluk",,666
Karnataka,Koppal,Smt N Manikyamba W/O Subbarao,"Sy No 51, RG Road, Karatagi",,223
Karnataka,Koppal,Smt P Padmavathi,"Sy.No.4-1-59/B, Kinda Camp, Yeradona Village, Gangavathi Taluk",,169
Karnataka,Koppal,Smt Parvathamma W/O Rajashekarappa,"Sy No. 135, Hoskera Village, Gangavathi Taluk",,1574
Karnataka,Koppal,Smt Pushpabai W/O Jaswantraj,"SY No. 20-P1, Karatagi",,392
Karnataka,Koppal,Smt Sanna Huligemma W/O Devappa Kamadoddi,"Panchayat No. 8-1, Vinobanagara, Chikkjanthakal Village, Gangavathi Taluk",,214
Karnataka,Koppal,Smt Subba Lakshmi W/O Bheema Sankaram,"Sy.No.68/59/B, Sriram Nagar Village, Gangavathi Taluk",,543
Karnataka,Koppal,Smt Sugunabai Jangada W/O Late Bhawarlal Mohallal Jangada,"Sy.No.76/3, Dadegal Village, Koppal Taluk",,3171
Karnataka,Koppal,Smt Taluri Anuradha W/O T Srinivas & Srinivas S/O Ramarao,"Sy No 113, Hoskera Village Gangavathi Taluk",,948
Karnataka,Koppal,Smt Tamminidi Nagamani W/O T Srihari,"Plot No 91-92, Ayodhay Village, Gangavathi Taluk",,681
Karnataka,Koppal,Smt Undavalli Krishnaveni,"Sy No139, Ayodhya Village, Gangavathi, Koppal",,284
Karnataka,Koppal,Smt Varalakshmi W/O K S Prasad,"Panchayat No. 10, Jeeral Kalgudi Camp, Gangavathi Tq",,231
Karnataka,Koppal,Smt Vidyashree W/O Shivaraj,"Sy No. 54/B, Siddapur Village, Gangavthi Taluk",,404
Karnataka,Koppal,Smt Vijay Lakshmi W/O Bhaskar Rao,"Sy.No.125/B-4, Devi Camp, Channali Village, Gangavathi Taluk",,424
Karnataka,Koppal,Smt Y Seetha Ratnam W/O Y Raju,"Sy.No.178/B/2, Plot No.4-1-105 , Eradona Camp, Gangavathi Taluk",,710
Karnataka,Koppal,Smt. Annapurna W/O Somashekar Kolakar,Sy. No. 07 Budugaum Village Gangavathi Taluk,,116
Karnataka,Koppal,Smt. B Aruna Kumari W/O B Srinivas,"Sy No.320/B,Gudithimappa Camp,KARATGI Py.No.8/6/114/84,85 & 86",,273
Karnataka,Koppal,Smt. B Veeramma W/O Sri Ramulu And Shri B Subbareddy S/O Ramulu,"Sy. No.74/D(3A25G) Mallapur Village,Sindhanur Taluk",,340
Karnataka,Koppal,Smt. Hampamma W/O Revanasiddaiah Kulkarni,"Sy No.30, Yaradona Village, Gangavathi Taluk",,163
Karnataka,Koppal,Smt. Laxmi Devi M W/O Sharanegouda And Smt. Sharanamma M W/O Danangouda,"Sy. No.1/A2,K Hosalli Village Sindhanur Taluk",,467
Karnataka,Koppal,Smt. Mallamma W/O Mallareddy,"Kesarahatti, Gangavathi",,594
Karnataka,Koppal,Smt. N Venkat Lakshmi W/O N Venkat Nageshwar Rao,"Plot No.51/3/Sy. No.169, Bullabayi Camp, Gangavathi Taluk",,168
Karnataka,Koppal,Smt. P Sarojini W/O P Ramakrishna,"P No.133,Sriramnagar Village,Gangavathi Taluk",,84
Karnataka,Koppal,Smt. Padmavathi W/O David Raju,"Mustur Camp, Tq. Gangavathi",,230
Karnataka,Koppal,Smt. Pooja Devi W/O Sharanayya Swamy And Smt. Shashikala W/O Panchacksharayya,"Plot. No.21/30/1 And 21/30/2, Nagankal Bevihal Village, Gangavathi Taluk",,427
Karnataka,Koppal,Smt. Ratnamma W/O Keshavshetty,SY 117 At Karatagi,,364
Karnataka,Koppal,Smt. Shankaramma W/O Virupaxgouda,"Sy.No.104/1,Kotnekal Village, Gangavathi Taluk",,826
Karnataka,Koppal,Smt. T.Nagararathnamm-A W/O Veeresh Shetty,"Ramanagar ,Gangavathi Tq",,228
Karnataka,Koppal,Smt.N.Satyavathi & Ramakrishna,"Venkatagiri Camp, Sindhanur",,233
Karnataka,Koppal,Smt.Sivagangamma & Yellappa Eligar,"Marukumbi , Gangavathi",,205
Karnataka,Koppal,Smt.Vaithla Laxmi W/O Janakiram,"Sy. No.181/BYaradona Camp Village, Gangavathi Taluk",,441
Karnataka,Koppal,Somanagounda S/O Pompanagouda,"Sy.No.79/2/DP2, Heroor Village, Gangavathi Taluk",,213
Karnataka,Koppal,Somanna S/O Laxmanna Jeenur,"Sy No. 440/KPE , Kanakagiri Road, Karatagi",,158
Karnataka,Koppal,Sreeniwas Shetty Daroji S/O Vitobana Shetty,"Pannapur Road, Karatagi, Gangavathi Taluk",,624
Karnataka,Koppal,Sri Atmakuri Srihari,"Basavannacamp,Pannapur Village, Gangavathi Tq, Koppal Dist",,368
Karnataka,Koppal,Sri Gangadharayyaswamy S/O Virupakshayya Swamy,"SY 440/A, Karatagi",,986
Karnataka,Koppal,Sri Goudappa S/O Sannegowda,"Plot No 12 & 13, Karatagi Village, Gangavathi, Koppal",,455
Karnataka,Koppal,Sri N. Adinarayana Murthy,"Karatagi, Gangavathi Tq, Koppal Dist.",,248
Karnataka,Koppal,"Sri P. Venkat Rao, S/O P. Venkanna, Hebbal Camp, Gangavati, Koppal","SY No. 32/A, Hebbal Camp Village, Gangavati Tq., Koppal",,418
Karnataka,Koppal,"Sri Rajendrakumar, S/O Amaregouda, R/O Mattur, Tq Lingasagur","Plot No. 221, Mattur Village, Tq. Lingasagur",,179
Karnataka,Koppal,Sri Renukayya,"Karatagi, Gangavathi Tq, Koppal Dist.",,118
Karnataka,Koppal,Sri Sharanappa S/O Sri Shivarudrappa Totad,"Sy. No. 387, Hulgere",,140
Karnataka,Koppal,Sri Tammminedi Venkatrao S/O Bulliraju,SY 27/DJaratagi Camp,,355
Karnataka,Koppal,Sri Y. Bhaskar Rao,"Marlanahallii, Gangavathi Tq, Koppal Dist.",,295
Karnataka,Koppal,Sridhar And Ayyanagouda Halemani S/O Mallikarjuna,"Plot No 1/31, Siddapur, Gangavathi Taluk",,395
Karnataka,Koppal,Subbamma,"Waddarahatti, Gangavathi",,387
Karnataka,Koppal,Sudhakar,"Oddarahatti, Gangavathi TQ",,325
Karnataka,Koppal,Sujatha W/O Sharanegouda And Sharanegouda,"Sy.No.174/23, Karatagi Village, Budugumpa Road, Gangavathi Taluk",,878
Karnataka,Koppal,Sukumuniappa,"Plot No 314, Mylapur Village, Gangavathi",,453
Karnataka,Koppal,Suresh Kumar Balappa Arapur,"Naganakal , Mylapur Post, Gangavathi Tq",,214
Karnataka,Koppal,T Balakrishna & T Seetamma,"Sy No 56, DPI At Hulkihal Camp, Gangavathi",,198
Karnataka,Koppal,T Balakrishna & T Seetamma,"Sy No 56, DPI At Hulkihal Camp, Gangavathi",,198
Karnataka,Koppal,T Satyanarayana,"Plot No 20/K, Marianhalli Road, Gangavathi, Koppal",,377
Karnataka,Koppal,T Satyanarayana S/O Sathyanarayana,"Plo No 2, Kotaiah Camp, Gangavathi Taluk",,530
Karnataka,Koppal,T Srinivas S/O T Narasimhamurthy,"Sy.No.1/1, Plot No.62, Oddarahatti Village, Gangavathi Taluk",,184
Karnataka,Koppal,T.Pampapathi S/O Basanna,"Sy. No.86/A, Marali Village, Gangavati Tq",,108
Karnataka,Koppal,Takanagouda,"Sy No 4/A1, Plot No 11 & 12, Siddapur Village, Gangavathi, Koppal",,112
Karnataka,Koppal,Tammina Rambabu S/O Suryanaryana,"Sy No. 121E/1, Gundur Camp, Gangavathi Taluk",,266
Karnataka,Koppal,Thirumalesh,"Sy No 2B, Marukambi , Gangavathi",,471
Karnataka,Koppal,Uma Maheshwar Rao,"Sy No 32/A, Joladarashi Camp, Manvi, Raichur",,214
Karnataka,Koppal,Umapathi S/O Hire Basanna,"Sy No. 332/1, Salagunda Village, Sindhanur Taluk",,527
Karnataka,Koppal,V Dorayya,"SY No 28, Hanwal Village, Gangavathi, Koppal",,422
Karnataka,Koppal,V Jagapathi Rao S/O Lakshman Rao,"Sy No. 520, GP No. 6-4-70/12/3, Karatagi, Gangavathi Taluk",,171
Karnataka,Koppal,V Sriramannarayana S/O Seshanna,"Sy. No.155/A,Mustoor Village, AMjuri Camp, Gangavathi Taluk",,979
Karnataka,Koppal,V Subbarao,"Plot No 275/104, Shivapur Village, Koppal",,111
Karnataka,Koppal,V.Bhavani Shankar,"Sriramnagar, Gangavathi, Koppal",,137
Karnataka,Koppal,V.Muthyal Rao S/O V.Satyanarayan,"Gundur Camp, Gangavathi Tq.",,338
Karnataka,Koppal,V.Srinivas & V. Venkatnarayan,"Kotaih Camp, Gangavati Tq.,",,268
Karnataka,Koppal,V.Vijayabhasker S/O V. Rambabu,"Sy No. 91/95/K2, Sriramnagar, Gangavathi",,145
Karnataka,Koppal,Vaitla Ruderaya,"Sy No 202/3, Yeradona Village Gangavathi",,360
Karnataka,Koppal,Vanka Veera Raju & Smt Venka Veeraveni,"Rural Godown Yeradona Camp, Gangavathi Tq",,135
Karnataka,Koppal,Vattikoti Vijayaraj S/O Papakao,"Sy. No. 94/B, Jangamara, Kalgudi, Gangavathi Tq.",,316
Karnataka,Koppal,Veerabhadragouda S/O Sidramagouda Police Patil,"No. 3-2-174, Plot No 23. M B Nagar, Yaradona, Gangavathi Taluk",,151
Karnataka,Koppal,Veeranagouda S/O Banappagoudar,"Sy.No.330,11th Ward, Yelburga Town",,200
Karnataka,Koppal,Veerangowda S/O Rudragowda,"Nandihali , Gangavathi, Koppal",,238
Karnataka,Koppal,Veerangowda S/O Rudragowda,"Nandihali , Gangavathi, Koppal",,238
Karnataka,Koppal,Veeranna Gowda & Others,"Hanwal, Gangavathi, Koppal",,139
Karnataka,Koppal,Veereshappa,"Hanuval, Gangavathi",,191
Karnataka,Koppal,Veereshappa S/O Sanna Veerana Gowda,"218/44, Karatagi Road, Ponnapura Village, Gangavathi Taluk",,190
Karnataka,Koppal,Vegi Narasimhamurthy S/O Ramarao,"Plot No.110, Hulkihal Village,Gangavathi Taluk",,150
Karnataka,Koppal,Venkatarao S/O Subbarao,"Sy No. 96/C, Srirampuram Junction, Sindhanur Taluk",,171
Karnataka,Koppal,Vijaykumar Gouda S/O Shivana Gouda,"Sy No. 7, Vaddarhatti Village, Gangavathi Taluk",,286
Karnataka,Koppal,Virupakshappa Musali,"Gundur, Gangavathi",,382
Karnataka,Koppal,Virupanna S/O Veerabhadrappa,"Sy.No.35, Thimmapur Village, Gangavathi Taluk, ",,50
Karnataka,Koppal,Y Bhaskar Rao S/O Venkanna,"Sy.No.51,52,53, 54, 55,56, Yaradona Village, Gangavathi Taluk",,672
Karnataka,Koppal,Y Veeraraghavulu S/O Venkanna,"Panchayat No. 455, Jangamara Kalgudi Village, Gangavathi Taluk",,245
Karnataka,Koppal,Y.Raju,"Yardoana Camp, Gangavathi Tq.",,142
Karnataka,Koppal,Y.Raju,"Yardoana Camp, Gangavathi Tq.",,142
Karnataka,Koppal,Y.Venakanna,"Yardoana Camp, Gangavathi Tq.",,148
Karnataka,Koppal,Y.Venakanna,"Yardoana Camp, Gangavathi Tq.",,148
Karnataka,Koppal,Yadepalli PankajRao,Jangamara Kalgudi Gangavathi,,323
Karnataka,Koppal,Yadepalli PankajRao,Jangamara Kalgudi Gangavathi,,323
Karnataka,Koppal,Yalamanchali Radhika W/O Y Ravindra Rao,"Sy No. 36/5 At Chikkakasanakandi Village, Koppal",,1418
Karnataka,Koppal,Yamunappa,"Singanal Village, Gangavathi",,244
Karnataka,Koppal,Yamunappa Mallapur S/O Hanumanthappa,"Plot No.138,Pannapura, Gangavathi Taluk",,98
Karnataka,Koppal,Yermati Nagesh S/O Dorayya,"4 - 1 -74 181/ A, Kindi Camp, Gangavathi Taluk",,256
Karnataka,Mandya,Bhojegowda S/O Bhoregowda,"Sy No 259/7, Aghalaya Village, K R Pet Taluq, Mandya",,866
Karnataka,Mandya,D Purushottam S/O Devegowda,"Sy.No.43, Tadagavadi Village, Arakere Hobli, Srirangapatna Taluk",,907
Karnataka,Mandya,D Shivakumar S/O Devegowda,"Thadagavadi Village, Arakere Hobli, Srirangapatna Taluk",,860
Karnataka,Mandya,H M Suresh S/O Manche Gowda,"Sy No. 41/1 Hulivana, Mandya Taluk",,792
Karnataka,Mandya,H.Honnappa S/O Honnaiah Indavalu,"Indavallu, Mandya",,2965
Karnataka,Mandya,J V Shashidhara,"RS No 184/3, 182/2, KIrangadur Village, Dudda HObli, INdavalu Panchayat, Mandya",,1855
Karnataka,Mandya,K Gooligowda,"D/1820/KL-72, Kallahally, V V Nagar, Mandya",,422
